M,N,AvgTime,TotalRun,NonZeroPerRow,NonZeroElements,Bandwidth,Flops,value_type,Type,Strides,TransactionByte,WordSize
8900000,8900000, 80.643600,10,16.000000,142400000,22.072427,3.531588,4,CUSPARSE,142391973,128,32
8900000,8900000,147.751800,10,32.000000,284800000,23.612572,3.855114,4,CUSP,284784200,128,32
8900000,8900000,161.480700,10,32.000000,284800000,21.605059,3.527357,4,CUSPARSE,284784200,128,32
8900000,8900000,294.268500,10,64.000000,569600000,23.469722,3.871294,4,CUSP,569568434,128,32
8900000,8900000,329.905900,10,64.000000,569600000,20.934454,3.453106,4,CUSPARSE,569568434,128,32
8920000,8920000,  6.271300,10,1.000000,8920000,28.447053,2.844705,4,CUSP,8919511,128,32
8920000,8920000,  6.051200,10,1.000000,8920000,29.481756,2.948176,4,CUSPARSE,8919511,128,32
8920000,8920000, 11.483700,10,2.000000,17840000,24.856101,3.107013,4,CUSP,17839019,128,32
8920000,8920000,  9.930400,10,2.000000,17840000,28.744059,3.593007,4,CUSPARSE,17839019,128,32
8920000,8920000, 20.403300,10,4.000000,35680000,24.482314,3.497473,4,CUSP,35678063,128,32
8920000,8920000, 18.102600,10,4.000000,35680000,27.593827,3.941975,4,CUSPARSE,35678063,128,32
8920000,8920000, 39.961700,10,8.000000,71360000,23.214228,3.571420,4,CUSP,71356116,128,32
8920000,8920000, 37.473800,10,8.000000,71360000,24.755429,3.808528,4,CUSPARSE,71356116,128,32
8920000,8920000, 75.667700,10,16.000000,142720000,23.576771,3.772283,4,CUSP,142712136,128,32
8920000,8920000, 80.888100,10,16.000000,142720000,22.055160,3.528826,4,CUSPARSE,142712136,128,32
8920000,8920000,147.989400,10,32.000000,285440000,23.627638,3.857574,4,CUSP,285424142,128,32
8920000,8920000,161.789400,10,32.000000,285440000,21.612294,3.528538,4,CUSPARSE,285424142,128,32
8920000,8920000,294.941900,10,64.000000,570880000,23.468758,3.871135,4,CUSP,570848517,128,32
8920000,8920000,330.650700,10,64.000000,570880000,20.934237,3.453070,4,CUSPARSE,570848517,128,32
8940000,8940000,  6.285000,10,1.000000,8940000,28.448688,2.844869,4,CUSP,8939536,128,32
8940000,8940000,  6.066100,10,1.000000,8940000,29.475281,2.947528,4,CUSPARSE,8939536,128,32
8940000,8940000, 11.517200,10,2.000000,17880000,24.839371,3.104921,4,CUSP,17879047,128,32
8940000,8940000,  9.963800,10,2.000000,17880000,28.711938,3.588992,4,CUSPARSE,17879047,128,32
8940000,8940000, 21.403400,10,4.000000,35760000,23.390676,3.341525,4,CUSP,35757989,128,32
8940000,8940000, 18.300100,10,4.000000,35760000,27.357228,3.908175,4,CUSPARSE,35757989,128,32
8940000,8940000, 40.001200,10,8.000000,71520000,23.243303,3.575893,4,CUSP,71516035,128,32
8940000,8940000, 37.533200,10,8.000000,71520000,24.771669,3.811026,4,CUSPARSE,71516035,128,32
8940000,8940000, 75.717300,10,16.000000,143040000,23.614154,3.778265,4,CUSP,143031999,128,32
8940000,8940000, 81.064300,10,16.000000,143040000,22.056565,3.529050,4,CUSPARSE,143031999,128,32
8940000,8940000,148.418000,10,32.000000,286080000,23.612230,3.855058,4,CUSP,286064134,128,32
8940000,8940000,162.366900,10,32.000000,286080000,21.583710,3.523871,4,CUSPARSE,286064134,128,32
8940000,8940000,295.629300,10,64.000000,572160000,23.466686,3.870794,4,CUSP,572128449,128,32
8940000,8940000,331.524200,10,64.000000,572160000,20.925893,3.451694,4,CUSPARSE,572128449,128,32
8960000,8960000,  6.298700,10,1.000000,8960000,28.450316,2.845032,4,CUSP,8959514,128,32
8960000,8960000,  6.074600,10,1.000000,8960000,29.499885,2.949988,4,CUSPARSE,8959514,128,32
8960000,8960000, 11.542700,10,2.000000,17920000,24.839942,3.104993,4,CUSP,17919020,128,32
8960000,8960000,  9.980200,10,2.000000,17920000,28.728884,3.591110,4,CUSPARSE,17919020,128,32
8960000,8960000, 21.579600,10,4.000000,35840000,23.251590,3.321656,4,CUSP,35838018,128,32
8960000,8960000, 18.337400,10,4.000000,35840000,27.362658,3.908951,4,CUSPARSE,35838018,128,32
8960000,8960000, 40.080200,10,8.000000,71680000,23.249385,3.576828,4,CUSP,71676118,128,32
8960000,8960000, 37.632600,10,8.000000,71680000,24.761510,3.809463,4,CUSPARSE,71676118,128,32
8960000,8960000, 75.971900,10,16.000000,143360000,23.587669,3.774027,4,CUSP,143352100,128,32
8960000,8960000, 81.255000,10,16.000000,143360000,22.054027,3.528644,4,CUSPARSE,143352100,128,32
8960000,8960000,148.754700,10,32.000000,286720000,23.611489,3.854937,4,CUSP,286704214,128,32
8960000,8960000,162.617300,10,32.000000,286720000,21.598686,3.526316,4,CUSPARSE,286704214,128,32
8960000,8960000,296.337200,10,64.000000,573440000,23.463001,3.870186,4,CUSP,573408264,128,32
8960000,8960000,332.305800,10,64.000000,573440000,20.923378,3.451279,4,CUSPARSE,573408264,128,32
8980000,8980000,  6.313000,10,1.000000,8980000,28.449232,2.844923,4,CUSP,8979544,128,32
8980000,8980000,  6.089700,10,1.000000,8980000,29.492422,2.949242,4,CUSPARSE,8979544,128,32
8980000,8980000, 11.571000,10,2.000000,17960000,24.834500,3.104313,4,CUSP,17958945,128,32
8980000,8980000, 10.008500,10,2.000000,17960000,28.711596,3.588949,4,CUSPARSE,17958945,128,32
8980000,8980000, 21.732800,10,4.000000,35920000,23.139218,3.305603,4,CUSP,35918058,128,32
8980000,8980000, 18.422400,10,4.000000,35920000,27.297204,3.899600,4,CUSPARSE,35918058,128,32
8980000,8980000, 40.080400,10,8.000000,71840000,23.301165,3.584795,4,CUSP,71836150,128,32
8980000,8980000, 37.716000,10,8.000000,71840000,24.761905,3.809524,4,CUSPARSE,71836150,128,32
8980000,8980000, 76.363300,10,16.000000,143680000,23.519151,3.763064,4,CUSP,143672109,128,32
8980000,8980000, 81.450800,10,16.000000,143680000,22.050121,3.528019,4,CUSPARSE,143672109,128,32
8980000,8980000,149.107000,10,32.000000,287360000,23.608281,3.854413,4,CUSP,287343994,128,32
8980000,8980000,163.158400,10,32.000000,287360000,21.575107,3.522467,4,CUSPARSE,287343994,128,32
8980000,8980000,296.955800,10,64.000000,574720000,23.466388,3.870744,4,CUSP,574687938,128,32
8980000,8980000,332.851200,10,64.000000,574720000,20.935721,3.453315,4,CUSPARSE,574687938,128,32
9000000,9000000,  6.326400,10,1.000000,9000000,28.452201,2.845220,4,CUSP,8999488,128,32
9000000,9000000,  6.101100,10,1.000000,9000000,29.502877,2.950288,4,CUSPARSE,8999488,128,32
9000000,9000000, 11.593000,10,2.000000,18000000,24.842578,3.105322,4,CUSP,17998991,128,32
9000000,9000000, 10.023900,10,2.000000,18000000,28.731333,3.591417,4,CUSPARSE,17998991,128,32
9000000,9000000, 21.685500,10,4.000000,36000000,23.241337,3.320191,4,CUSP,35997952,128,32
9000000,9000000, 18.442100,10,4.000000,36000000,27.328775,3.904111,4,CUSPARSE,35997952,128,32
9000000,9000000, 40.280000,10,8.000000,72000000,23.237339,3.574975,4,CUSP,71996080,128,32
9000000,9000000, 37.816300,10,8.000000,72000000,24.751232,3.807882,4,CUSPARSE,71996080,128,32
9000000,9000000, 76.279700,10,16.000000,144000000,23.597366,3.775579,4,CUSP,143992121,128,32
9000000,9000000, 81.659700,10,16.000000,144000000,22.042697,3.526831,4,CUSPARSE,143992121,128,32
9000000,9000000,149.341100,10,32.000000,288000000,23.623771,3.856942,4,CUSP,287984117,128,32
9000000,9000000,163.345000,10,32.000000,288000000,21.598457,3.526279,4,CUSPARSE,287984117,128,32
9000000,9000000,297.748100,10,64.000000,576000000,23.456069,3.869042,4,CUSP,575968201,128,32
9000000,9000000,333.919800,10,64.000000,576000000,20.915202,3.449930,4,CUSPARSE,575968201,128,32
9020000,9020000,  6.343900,10,1.000000,9020000,28.436767,2.843677,4,CUSP,9019505,128,32
9020000,9020000,  6.121000,10,1.000000,9020000,29.472309,2.947231,4,CUSPARSE,9019505,128,32
9020000,9020000, 11.625000,10,2.000000,18040000,24.829248,3.103656,4,CUSP,18038999,128,32
9020000,9020000, 10.066900,10,2.000000,18040000,28.672183,3.584023,4,CUSPARSE,18038999,128,32
9020000,9020000, 21.697400,10,4.000000,36080000,23.280209,3.325744,4,CUSP,36077947,128,32
9020000,9020000, 18.476500,10,4.000000,36080000,27.338511,3.905502,4,CUSPARSE,36077947,128,32
9020000,9020000, 40.345700,10,8.000000,72160000,23.251053,3.577085,4,CUSP,72156100,128,32
9020000,9020000, 37.890700,10,8.000000,72160000,24.757526,3.808850,4,CUSPARSE,72156100,128,32
9020000,9020000, 76.540700,10,16.000000,144320000,23.569160,3.771066,4,CUSP,144312043,128,32
9020000,9020000, 81.844200,10,16.000000,144320000,22.041880,3.526701,4,CUSPARSE,144312043,128,32
9020000,9020000,149.684300,10,32.000000,288640000,23.621983,3.856650,4,CUSP,288624181,128,32
9020000,9020000,163.816100,10,32.000000,288640000,21.584203,3.523952,4,CUSPARSE,288624181,128,32
9020000,9020000,298.244700,10,64.000000,577280000,23.469051,3.871184,4,CUSP,577247997,128,32
9020000,9020000,334.395000,10,64.000000,577280000,20.931892,3.452683,4,CUSPARSE,577247997,128,32
9040000,9040000,  6.359400,10,1.000000,9040000,28.430356,2.843036,4,CUSP,9039487,128,32
9040000,9040000,  6.139400,10,1.000000,9040000,29.449132,2.944913,4,CUSPARSE,9039487,128,32
9040000,9040000, 11.649000,10,2.000000,18080000,24.833033,3.104129,4,CUSP,18078964,128,32
9040000,9040000, 10.080500,10,2.000000,18080000,28.696990,3.587124,4,CUSPARSE,18078964,128,32
9040000,9040000, 21.819100,10,4.000000,36160000,23.201690,3.314527,4,CUSP,36158028,128,32
9040000,9040000, 18.512400,10,4.000000,36160000,27.345995,3.906571,4,CUSPARSE,36158028,128,32
9040000,9040000, 40.334900,10,8.000000,72320000,23.308847,3.585976,4,CUSP,72316179,128,32
9040000,9040000, 37.980900,10,8.000000,72320000,24.753495,3.808230,4,CUSPARSE,72316179,128,32
9040000,9040000, 76.758800,10,16.000000,144640000,23.554303,3.768688,4,CUSP,144632102,128,32
9040000,9040000, 81.987500,10,16.000000,144640000,22.052142,3.528343,4,CUSPARSE,144632102,128,32
9040000,9040000,150.060600,10,32.000000,289280000,23.614993,3.855509,4,CUSP,289264500,128,32
9040000,9040000,164.190100,10,32.000000,289280000,21.582787,3.523720,4,CUSPARSE,289264500,128,32
9040000,9040000,299.163500,10,64.000000,578560000,23.448850,3.867852,4,CUSP,578528177,128,32
9040000,9040000,335.526600,10,64.000000,578560000,20.907552,3.448668,4,CUSPARSE,578528177,128,32
9060000,9060000,  6.366200,10,1.000000,9060000,28.462820,2.846282,4,CUSP,9059501,128,32
9060000,9060000,  6.139400,10,1.000000,9060000,29.514285,2.951428,4,CUSPARSE,9059501,128,32
9060000,9060000, 11.668900,10,2.000000,18120000,24.845530,3.105691,4,CUSP,18119002,128,32
9060000,9060000, 10.090500,10,2.000000,18120000,28.731976,3.591497,4,CUSPARSE,18119002,128,32
9060000,9060000, 21.711500,10,4.000000,36240000,23.368261,3.338323,4,CUSP,36238018,128,32
9060000,9060000, 18.541500,10,4.000000,36240000,27.363482,3.909069,4,CUSPARSE,36238018,128,32
9060000,9060000, 40.607500,10,8.000000,72480000,23.203595,3.569784,4,CUSP,72475879,128,32
9060000,9060000, 38.043100,10,8.000000,72480000,24.767698,3.810415,4,CUSPARSE,72475879,128,32
9060000,9060000, 76.238400,10,16.000000,144960000,23.767550,3.802808,4,CUSP,144952060,128,32
9060000,9060000, 82.215500,10,16.000000,144960000,22.039640,3.526342,4,CUSPARSE,144952060,128,32
9060000,9060000,150.468600,10,32.000000,289920000,23.603064,3.853561,4,CUSP,289904082,128,32
9060000,9060000,164.517800,10,32.000000,289920000,21.587451,3.524482,4,CUSPARSE,289904082,128,32
9060000,9060000,299.693700,10,64.000000,579840000,23.459152,3.869551,4,CUSP,579808418,128,32
9060000,9060000,336.015700,10,64.000000,579840000,20.923308,3.451267,4,CUSPARSE,579808418,128,32
9080000,9080000,  6.382600,10,1.000000,9080000,28.452355,2.845235,4,CUSP,9079540,128,32
9080000,9080000,  6.159900,10,1.000000,9080000,29.480999,2.948100,4,CUSPARSE,9079540,128,32
9080000,9080000, 11.703500,10,2.000000,18160000,24.826762,3.103345,4,CUSP,18159053,128,32
9080000,9080000, 10.123400,10,2.000000,18160000,28.701820,3.587727,4,CUSPARSE,18159053,128,32
9080000,9080000, 21.850800,10,4.000000,36320000,23.270544,3.324363,4,CUSP,36318062,128,32
9080000,9080000, 18.590400,10,4.000000,36320000,27.351752,3.907393,4,CUSPARSE,36318062,128,32
9080000,9080000, 40.680300,10,8.000000,72640000,23.213202,3.571262,4,CUSP,72635962,128,32
9080000,9080000, 38.137800,10,8.000000,72640000,24.760736,3.809344,4,CUSPARSE,72635962,128,32
9080000,9080000, 77.031000,10,16.000000,145280000,23.574924,3.771988,4,CUSP,145271928,128,32
9080000,9080000, 82.427900,10,16.000000,145280000,22.031375,3.525020,4,CUSPARSE,145271928,128,32
9080000,9080000,150.283900,10,32.000000,290560000,23.684240,3.866815,4,CUSP,290543952,128,32
9080000,9080000,164.875700,10,32.000000,290560000,21.588142,3.524595,4,CUSPARSE,290543952,128,32
9080000,9080000,300.394000,10,64.000000,581120000,23.456128,3.869052,4,CUSP,581088307,128,32
9080000,9080000,336.859600,10,64.000000,581120000,20.916964,3.450221,4,CUSPARSE,581088307,128,32
9100000,9100000,  6.399400,10,1.000000,9100000,28.440167,2.844017,4,CUSP,9099497,128,32
9100000,9100000,  6.171800,10,1.000000,9100000,29.488967,2.948897,4,CUSPARSE,9099497,128,32
9100000,9100000, 11.730400,10,2.000000,18200000,24.824388,3.103048,4,CUSP,18199037,128,32
9100000,9100000, 10.151200,10,2.000000,18200000,28.686264,3.585783,4,CUSPARSE,18199037,128,32
9100000,9100000, 21.798200,10,4.000000,36400000,23.378077,3.339725,4,CUSP,36397965,128,32
9100000,9100000, 18.637100,10,4.000000,36400000,27.343310,3.906187,4,CUSPARSE,36397965,128,32
9100000,9100000, 40.645000,10,8.000000,72800000,23.284537,3.582236,4,CUSP,72795920,128,32
9100000,9100000, 38.236600,10,8.000000,72800000,24.751155,3.807870,4,CUSPARSE,72795920,128,32
9100000,9100000, 77.176300,10,16.000000,145600000,23.582369,3.773179,4,CUSP,145592100,128,32
9100000,9100000, 82.563200,10,16.000000,145600000,22.043719,3.526995,4,CUSPARSE,145592100,128,32
9100000,9100000,150.946500,10,32.000000,291200000,23.632214,3.858321,4,CUSP,291184131,128,32
9100000,9100000,165.236500,10,32.000000,291200000,21.588451,3.524645,4,CUSPARSE,291184131,128,32
9100000,9100000,301.046000,10,64.000000,582400000,23.456880,3.869176,4,CUSP,582368009,128,32
9100000,9100000,337.616300,10,64.000000,582400000,20.916052,3.450070,4,CUSPARSE,582368009,128,32
9120000,9120000,  6.411300,10,1.000000,9120000,28.449769,2.844977,4,CUSP,9119512,128,32
9120000,9120000,  6.193100,10,1.000000,9120000,29.452133,2.945213,4,CUSPARSE,9119512,128,32
9120000,9120000, 11.749800,10,2.000000,18240000,24.837870,3.104734,4,CUSP,18239034,128,32
9120000,9120000, 10.170300,10,2.000000,18240000,28.695319,3.586915,4,CUSPARSE,18239034,128,32
9120000,9120000, 21.917600,10,4.000000,36480000,23.301822,3.328832,4,CUSP,36478041,128,32
9120000,9120000, 18.686800,10,4.000000,36480000,27.330522,3.904360,4,CUSPARSE,36478041,128,32
9120000,9120000, 41.041000,10,8.000000,72960000,23.110548,3.555469,4,CUSP,72956030,128,32
9120000,9120000, 38.340200,10,8.000000,72960000,24.738525,3.805927,4,CUSPARSE,72956030,128,32
9120000,9120000, 77.287400,10,16.000000,145920000,23.600225,3.776036,4,CUSP,145912102,128,32
9120000,9120000, 82.729800,10,16.000000,145920000,22.047678,3.527628,4,CUSPARSE,145912102,128,32
9120000,9120000,151.443500,10,32.000000,291840000,23.606428,3.854111,4,CUSP,291824217,128,32
9120000,9120000,165.619900,10,32.000000,291840000,21.585812,3.524214,4,CUSPARSE,291824217,128,32
9120000,9120000,301.850100,10,64.000000,583680000,23.445810,3.867350,4,CUSP,583648234,128,32
9120000,9120000,338.563500,10,64.000000,583680000,20.903376,3.447979,4,CUSPARSE,583648234,128,32
9140000,9140000,  6.425000,10,1.000000,9140000,28.451362,2.845136,4,CUSP,9139496,128,32
9140000,9140000,  6.205100,10,1.000000,9140000,29.459639,2.945964,4,CUSPARSE,9139496,128,32
9140000,9140000, 11.780300,10,2.000000,18280000,24.827891,3.103486,4,CUSP,18279010,128,32
9140000,9140000, 10.207200,10,2.000000,18280000,28.654284,3.581785,4,CUSPARSE,18279010,128,32
9140000,9140000, 21.981300,10,4.000000,36560000,23.285247,3.326464,4,CUSP,36558003,128,32
9140000,9140000, 18.734100,10,4.000000,36560000,27.321302,3.903043,4,CUSPARSE,36558003,128,32
9140000,9140000, 41.016100,10,8.000000,73120000,23.175290,3.565429,4,CUSP,73116049,128,32
9140000,9140000, 38.420900,10,8.000000,73120000,24.740701,3.806262,4,CUSPARSE,73116049,128,32
9140000,9140000, 77.493600,10,16.000000,146240000,23.589045,3.774247,4,CUSP,146232208,128,32
9140000,9140000, 82.928100,10,16.000000,146240000,22.043192,3.526911,4,CUSPARSE,146232208,128,32
9140000,9140000,151.839500,10,32.000000,292480000,23.596495,3.852489,4,CUSP,292464117,128,32
9140000,9140000,166.094100,10,32.000000,292480000,21.571386,3.521859,4,CUSPARSE,292464117,128,32
9140000,9140000,302.467500,10,64.000000,584960000,23.449263,3.867920,4,CUSP,584928084,128,32
9140000,9140000,339.166000,10,64.000000,584960000,20.912002,3.449402,4,CUSPARSE,584928084,128,32
9160000,9160000,  6.443000,10,1.000000,9160000,28.433960,2.843396,4,CUSP,9159491,128,32
9160000,9160000,  6.210200,10,1.000000,9160000,29.499856,2.949986,4,CUSPARSE,9159491,128,32
9160000,9160000, 11.800800,10,2.000000,18320000,24.838994,3.104874,4,CUSP,18319015,128,32
9160000,9160000, 10.212300,10,2.000000,18320000,28.702643,3.587830,4,CUSPARSE,18319015,128,32
9160000,9160000, 22.085600,10,4.000000,36640000,23.225994,3.317999,4,CUSP,36638072,128,32
9160000,9160000, 18.761700,10,4.000000,36640000,27.340806,3.905829,4,CUSPARSE,36638072,128,32
9160000,9160000, 40.935300,10,8.000000,73280000,23.271846,3.580284,4,CUSP,73276080,128,32
9160000,9160000, 38.498800,10,8.000000,73280000,24.744667,3.806872,4,CUSPARSE,73276080,128,32
9160000,9160000, 77.680900,10,16.000000,146560000,23.583661,3.773386,4,CUSP,146552170,128,32
9160000,9160000, 83.119200,10,16.000000,146560000,22.040636,3.526502,4,CUSPARSE,146552170,128,32
9160000,9160000,152.135600,10,32.000000,293120000,23.602102,3.853404,4,CUSP,293104248,128,32
9160000,9160000,166.429500,10,32.000000,293120000,21.575021,3.522452,4,CUSPARSE,293104248,128,32
9160000,9160000,303.009700,10,64.000000,586240000,23.458523,3.869447,4,CUSP,586208349,128,32
9160000,9160000,339.820500,10,64.000000,586240000,20.917396,3.450292,4,CUSPARSE,586208349,128,32
9180000,9180000,  6.465600,10,1.000000,9180000,28.396437,2.839644,4,CUSP,9179481,128,32
9180000,9180000,  6.233700,10,1.000000,9180000,29.452814,2.945281,4,CUSPARSE,9179481,128,32
9180000,9180000, 11.642100,10,2.000000,18360000,25.232561,3.154070,4,CUSP,18359019,128,32
9180000,9180000, 10.113800,10,2.000000,18360000,29.045463,3.630683,4,CUSPARSE,18359019,128,32
9180000,9180000, 22.037200,10,4.000000,36720000,23.327828,3.332547,4,CUSP,36717986,128,32
9180000,9180000, 18.805900,10,4.000000,36720000,27.336102,3.905157,4,CUSPARSE,36717986,128,32
9180000,9180000, 41.173500,10,8.000000,73440000,23.187730,3.567343,4,CUSP,73435969,128,32
9180000,9180000, 38.615500,10,8.000000,73440000,24.723751,3.803654,4,CUSPARSE,73435969,128,32
9180000,9180000, 77.824200,10,16.000000,146880000,23.591634,3.774661,4,CUSP,146872040,128,32
9180000,9180000, 83.328700,10,16.000000,146880000,22.033225,3.525316,4,CUSPARSE,146872040,128,32
9180000,9180000,152.439500,10,32.000000,293760000,23.606480,3.854119,4,CUSP,293744185,128,32
9180000,9180000,166.800200,10,32.000000,293760000,21.574075,3.522298,4,CUSPARSE,293744185,128,32
9180000,9180000,303.799200,10,64.000000,587520000,23.448646,3.867818,4,CUSP,587488200,128,32
9180000,9180000,340.702200,10,64.000000,587520000,20.908817,3.448877,4,CUSPARSE,587488200,128,32
9200000,9200000,  6.477400,10,1.000000,9200000,28.406460,2.840646,4,CUSP,9199468,128,32
9200000,9200000,  6.241200,10,1.000000,9200000,29.481511,2.948151,4,CUSPARSE,9199468,128,32
9200000,9200000, 11.853600,10,2.000000,18400000,24.836337,3.104542,4,CUSP,18399033,128,32
9200000,9200000, 10.246100,10,2.000000,18400000,28.732884,3.591610,4,CUSPARSE,18399033,128,32
9200000,9200000, 22.111400,10,4.000000,36800000,23.300198,3.328600,4,CUSP,36797990,128,32
9200000,9200000, 18.858000,10,4.000000,36800000,27.319971,3.902853,4,CUSPARSE,36797990,128,32
9200000,9200000, 41.121100,10,8.000000,73600000,23.267860,3.579671,4,CUSP,73596031,128,32
9200000,9200000, 38.666200,10,8.000000,73600000,24.745126,3.806942,4,CUSPARSE,73596031,128,32
9200000,9200000, 77.930400,10,16.000000,147200000,23.610812,3.777730,4,CUSP,147191982,128,32
9200000,9200000, 83.483100,10,16.000000,147200000,22.040389,3.526462,4,CUSPARSE,147191982,128,32
9200000,9200000,152.843000,10,32.000000,294400000,23.595454,3.852319,4,CUSP,294384010,128,32
9200000,9200000,167.164300,10,32.000000,294400000,21.573984,3.522283,4,CUSPARSE,294384010,128,32
9200000,9200000,304.460900,10,64.000000,588800000,23.448660,3.867820,4,CUSP,588768075,128,32
9200000,9200000,341.481900,10,64.000000,588800000,20.906525,3.448499,4,CUSPARSE,588768075,128,32
9220000,9220000,  6.488300,10,1.000000,9220000,28.420388,2.842039,4,CUSP,9219486,128,32
9220000,9220000,  6.259700,10,1.000000,9220000,29.458281,2.945828,4,CUSPARSE,9219486,128,32
9220000,9220000, 11.881200,10,2.000000,18440000,24.832509,3.104064,4,CUSP,18439017,128,32
9220000,9220000, 10.280000,10,2.000000,18440000,28.700389,3.587549,4,CUSPARSE,18439017,128,32
9220000,9220000, 21.668400,10,4.000000,36880000,23.828248,3.404035,4,CUSP,36878086,128,32
9220000,9220000, 18.759900,10,4.000000,36880000,27.522535,3.931791,4,CUSPARSE,36878086,128,32
9220000,9220000, 41.108000,10,8.000000,73760000,23.325873,3.588596,4,CUSP,73756016,128,32
9220000,9220000, 38.767400,10,8.000000,73760000,24.734184,3.805259,4,CUSPARSE,73756016,128,32
9220000,9220000, 78.289400,10,16.000000,147520000,23.553636,3.768582,4,CUSP,147512041,128,32
9220000,9220000, 83.688200,10,16.000000,147520000,22.034170,3.525467,4,CUSPARSE,147512041,128,32
9220000,9220000,153.012300,10,32.000000,295040000,23.620585,3.856422,4,CUSP,295024068,128,32
9220000,9220000,167.467000,10,32.000000,295040000,21.581804,3.523560,4,CUSPARSE,295024068,128,32
9220000,9220000,305.181100,10,64.000000,590080000,23.444178,3.867081,4,CUSP,590048124,128,32
9220000,9220000,342.244300,10,64.000000,590080000,20.905301,3.448297,4,CUSPARSE,590048124,128,32
9240000,9240000,  6.498800,10,1.000000,9240000,28.436020,2.843602,4,CUSP,9239461,128,32
9240000,9240000,  6.278700,10,1.000000,9240000,29.432845,2.943284,4,CUSPARSE,9239461,128,32
9240000,9240000, 11.358300,10,2.000000,18480000,26.032065,3.254008,4,CUSP,18479024,128,32
9240000,9240000,  9.960000,10,2.000000,18480000,29.686747,3.710843,4,CUSPARSE,18479024,128,32
9240000,9240000, 22.254900,10,4.000000,36960000,23.250610,3.321516,4,CUSP,36957975,128,32
9240000,9240000, 18.931400,10,4.000000,36960000,27.332369,3.904624,4,CUSPARSE,36957975,128,32
9240000,9240000, 41.182600,10,8.000000,73920000,23.334127,3.589866,4,CUSP,73915971,128,32
9240000,9240000, 38.872700,10,8.000000,73920000,24.720691,3.803183,4,CUSPARSE,73915971,128,32
9240000,9240000, 78.388100,10,16.000000,147840000,23.575007,3.772001,4,CUSP,147831950,128,32
9240000,9240000, 83.950100,10,16.000000,147840000,22.013077,3.522092,4,CUSPARSE,147831950,128,32
9240000,9240000,153.414000,10,32.000000,295680000,23.609840,3.854668,4,CUSP,295664061,128,32
9240000,9240000,167.970000,10,32.000000,295680000,21.563851,3.520629,4,CUSPARSE,295664061,128,32
9240000,9240000,305.763600,10,64.000000,591360000,23.450273,3.868086,4,CUSP,591328258,128,32
9240000,9240000,342.903600,10,64.000000,591360000,20.910367,3.449133,4,CUSPARSE,591328258,128,32
9260000,9260000,  6.517900,10,1.000000,9260000,28.414060,2.841406,4,CUSP,9259479,128,32
9260000,9260000,  6.279200,10,1.000000,9260000,29.494204,2.949420,4,CUSPARSE,9259479,128,32
9260000,9260000, 11.934400,10,2.000000,18520000,24.829066,3.103633,4,CUSP,18519049,128,32
9260000,9260000, 10.331700,10,2.000000,18520000,28.680663,3.585083,4,CUSPARSE,18519049,128,32
9260000,9260000, 22.129000,10,4.000000,37040000,23.433504,3.347643,4,CUSP,37037897,128,32
9260000,9260000, 18.958800,10,4.000000,37040000,27.351942,3.907420,4,CUSPARSE,37037897,128,32
9260000,9260000, 41.431300,10,8.000000,74080000,23.244262,3.576040,4,CUSP,74076042,128,32
9260000,9260000, 38.967900,10,8.000000,74080000,24.713675,3.802104,4,CUSPARSE,74076042,128,32
9260000,9260000, 78.543000,10,16.000000,148160000,23.579441,3.772710,4,CUSP,148152106,128,32
9260000,9260000, 84.093500,10,16.000000,148160000,22.023105,3.523697,4,CUSPARSE,148152106,128,32
9260000,9260000,153.741400,10,32.000000,296320000,23.610556,3.854785,4,CUSP,296304066,128,32
9260000,9260000,168.278500,10,32.000000,296320000,21.570908,3.521781,4,CUSPARSE,296304066,128,32
9260000,9260000,306.490100,10,64.000000,592640000,23.445325,3.867270,4,CUSP,592608045,128,32
9260000,9260000,343.765800,10,64.000000,592640000,20.903068,3.447929,4,CUSPARSE,592608045,128,32
9280000,9280000,  6.528700,10,1.000000,9280000,28.428325,2.842832,4,CUSP,9279536,128,32
9280000,9280000,  6.291100,10,1.000000,9280000,29.501996,2.950199,4,CUSPARSE,9279536,128,32
9280000,9280000, 11.965500,10,2.000000,18560000,24.818019,3.102252,4,CUSP,18559011,128,32
9280000,9280000, 10.357200,10,2.000000,18560000,28.671842,3.583980,4,CUSPARSE,18559011,128,32
9280000,9280000, 22.340800,10,4.000000,37120000,23.261477,3.323068,4,CUSP,37118038,128,32
9280000,9280000, 19.044100,10,4.000000,37120000,27.288242,3.898320,4,CUSPARSE,37118038,128,32
9280000,9280000, 41.491900,10,8.000000,74240000,23.260444,3.578530,4,CUSP,74236059,128,32
9280000,9280000, 39.013000,10,8.000000,74240000,24.738421,3.805911,4,CUSPARSE,74236059,128,32
9280000,9280000, 78.681100,10,16.000000,148480000,23.588892,3.774223,4,CUSP,148472112,128,32
9280000,9280000, 84.276100,10,16.000000,148480000,22.022851,3.523656,4,CUSPARSE,148472112,128,32
9280000,9280000,154.112900,10,32.000000,296960000,23.604513,3.853798,4,CUSP,296943922,128,32
9280000,9280000,168.628100,10,32.000000,296960000,21.572680,3.522070,4,CUSPARSE,296943922,128,32
9280000,9280000,307.215600,10,64.000000,593920000,23.440476,3.866470,4,CUSP,593888294,128,32
9280000,9280000,344.570600,10,64.000000,593920000,20.899287,3.447305,4,CUSPARSE,593888294,128,32
9300000,9300000,  6.157000,10,1.000000,9300000,30.209518,3.020952,4,CUSP,9299473,128,32
